"구분","항목별","항목","단위","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"부산광역시","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".3",
"부산광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","638.6",
"부산광역시","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","843","830","755.1","814.1","711.4","726.3","750.9","739.9","689.5","712.8","638.2","645.9","662.4","670","632.2","636.1","602.4","617.2","654.7","628.9","607.7","518.8","478.4","",
"부산광역시","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","53","57","96.3","135.9","138","188.5","191","186","192.2","203.7","176.5","169.4","176.1","180.4","171.6","161.8","170.4","167.8","172.8","173","171.3","219.1","50","60.4",
"부산광역시","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","25","17","25.2","25.8","23.2","31.8","42.2","44","50.2","52.5","50.2","47.3","41.8","41.3","32.7","63.2","59.4","68.1","62.2","71.6","57.5","57.8","","",
"부산광역시","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","44.1","75",
"부산광역시","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","157.8",
"부산광역시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","16.8",
"부산광역시","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","15.2",
"부산광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","145.6",
"부산광역시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"부산광역시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","42","59","72.3","94.2","90","128.3","125.5","147.7","112.3","112.7","107.9","139.7","146","153.1","106.4","99","133.9","149.2","139.4","41.1","51.2","87.9","157","",
"부산광역시","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","43.5","47.1","30.7","22.2","26.5","44.7","16.1","41.2","129.2","80.5","79.8","226.2","",
"부산광역시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","4.9","22.6","21.5","",
"부산광역시","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.5","2","2","1",".3",".7",".7","3.1","6.4","17.6","16.9","18.7","22.2",
"부산광역시","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".1",".2",".5","0",".1","2.7",".1","1.5",".1",".5",".3",".5",".7",
"부산광역시","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"부산광역시","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".7",
"부산광역시","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".1","0",".2","0","0","0","0","0","0","0","0","0","",
"부산광역시","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".1","0","0","0","0","0","0","0","0","0","0","0","",
"부산광역시","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".7","1","2.3",".9","1.7",".6",".5","1.8",".7","1.9","2.5","1.4","1.7",
"부산광역시","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","115","163","278.8","152.5","192.2","150.5","164.9","157.5","141.6","158.2","148.1","144.5","168.9","146.5","161.9","148","144.2","137.5","151.1","136.9","150.2","124.9","18.9","101.2",
"부산광역시","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","4","4.9","2.2",".8","0","0",".1",".2","0",".1","0","9","10.3",
"부산광역시","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","13.9",
"부산광역시","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".4",".4",".6",".3",".3",".3",".3",".4","0",".4",".4",".4","",
"부산광역시","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","",".4",".1","0","2.2","0",".1","5","0","0","0","0",
"부산광역시","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","",".5","0","0","0","0","0","0","0","0","0",
"부산광역시","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","160.6","126.8",
"부산광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","18","15","14.8","11.8","5.7","7","8.4","13.3","36","44.5","75.1","65.9","57.5","84.3","148.6","117.5","69.5","88.6","79.5","80.3","109.3","123.2","8.9","21.3",
"부산광역시","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","565.1","657.8","665","655.2","623.3","614.1","612.5","623.8","639.7","712.7","718.8","681.2","670.2","676.8",
"대구광역시","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2147","2119.3","1977","2104.6","2160.2","2214.6","2145.1","2315.3","2119.7","2115.9","2086.5","2077.5","2065.6","2054.7","2015.7","2044.4","2084.3","2158.9","2223.9","2297.9","2407.9","2396.4","2556.8","2567.9",
"대구광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","803.9","801.5","832.9","914.4","975.2","1004.7","1032","1120.6","1115.1","1176.5","1191.4",
"대구광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1304","1324.1","1332.6","1312.3","1387.3","1405.5","1385.5","1436.1","1365.3","1389.6","657.1","650.7","606","575.2","492.6","512.5","559.1","592.2","556","661.2","833.1","1036.3","1067","1107",
"대구광역시","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","638","570.2","425","403.8","429.3","443","410.1","506.7","547.5","679.8","7.6","6.9","51.1","107","1.5","0","0","0","24.6","0","29.4","66","68","69.2",
"대구광역시","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","276","296.6","261","309.9","341.1","339.2","306.5","325.4","294","257","244.6","231.6","186.5","114.2","100.4","134.2","135.1","94.9","109.5","145.8","286.6","239.5","254.1","258.8",
"대구광역시","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","231.6",
"대구광역시","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","90","124.6","187.2","138.3","138.6","162.5","188.4","229.2","211.3","178.4","173.6","155.8","103.9","101.7","34.2","37","40.2","92.9","45.3","58.7","37.2","19.9","37.8","20.7",
"대구광역시","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","48.6",
"대구광역시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","32","55.4","156.9","85.5","100.4","95.6","93.8","100.6","87.1","80.4","62.1","55","31.7","16.4","21.8","22","18.5","22.6","11.2","32.5","36.8","18.8","26.4","8.1",
"대구광역시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","103","110.2","167.1","195.2","213.5","193.7","185.1","142.1","99.8","79.7","84.5","67.8","79.5","67.9","108.2","107.5","138.3","146.5","136.5","171.7","216.1","214.9","223.8","",
"대구광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","165","167.1","135.4","179.6","164.4","171.5","201.6","132.1","125.6","114.3","84.7","133.6","153.3","168","226.5","211.8","227","235.3","228.9","252.5","227","477.2","456.9","470",
"대구광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","501","433.1","204","187.4","147.9","132.7","125.5","194.9","141.2","131.8","125.4","131.9","166.7","228.7","308.9","320.4","355.3","383","448.7","370.8","286.5","78.8","108.5","84.4",
"대구광역시","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","200","172","14.7","24.8","18.3","20","14.4","39.4","32.1","42.3","46.6","","","","","","","","","","","","","0",
"대구광역시","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","31.8","37.2","40.4","38.7","39.5","47.4","50.7","41.8","45","48","25","28.7","26.7",
"대구광역시","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","82","78.2","53.9","44","49.3","36.8","35.2","44.5","42.5","34.7","33.5","31.8","19.5","14.8","17.8","18.6","17.2","11.7","22.8","22.8","34.5","17.2","22.1","18.5",
"대구광역시","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","49","58.6","52.7","24.2","22.2","20.1","25.1","45","37.9","27.2","24.5","23.7","31.6","33.1","10.2","10.3","13.2","1.4","1.5","6.3","4.9","3.4","11.1","3.7",
"대구광역시","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.2",
"대구광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","170","124.3","82.7","94.4","58.1","55.8","50.8","66","28.7","27.6","20.8","44.6","78.4","140.4","242.2","252","277.5","319.2","382.6","296.7","199.1","33.2","46.6","33.3",
"대구광역시","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"대구광역시","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","1","0","1","0",
"대구광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","342","362.1","440.4","604.9","625","676.4","634.1","684.3","613.2","594.5","627.1","592","665.7","683.8","673.4","676.5","633.3","632","635.8","662.4","662.1","671.3","762","737.6",
"대구광역시","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","35.1",
"대구광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","158.5",
"대구광역시","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","227","231","194.5","290.4","273.7","295.7","273","298.5","196.2","185.9","222.4","173.8","228.6","219","187.4","118.8","119.7","163.3","190.28","193.9","193.9","176.9","191.4","",
"대구광역시","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","47","54.5","59.5","106.3","106","110.3","108.4","84.5","84.5","81.7","75.5","117","145.5","155.6","160.2","140.9","118.6","124.3","100.76","89.8","93.6","94.9","97.7","91.7",
"대구광역시","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","14","18.2","18.4","33.5","30.2","33","33.7","19.6","20.7","24.1","21.6","28.8","29.1","45.5","91.6","67.6","53.8","52.3","46.29","56.6","50.4","43.6","","",
"대구광역시","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","40.5","31.3",
"대구광역시","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","55.1",
"대구광역시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","9.7",
"대구광역시","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","53.3",
"대구광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","49.2",
"대구광역시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"대구광역시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","23","21.1","30.2","49.3","47.9","54.2","48","62.4","55.7","51.1","50.2","105","79.4","79.4","84.6","88.5","98.5","76.6","51.86","59.1","58.7","63.2","70.9","",
"대구광역시","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","14.7","27.2","38.3","18.7","64.2","41.5","59.8","63.2","68.9","68.8","65","68.7","",
"대구광역시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","7.9","7.6","6.4","",
"대구광역시","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.2","1.2","3.6","26.7","8.6","9.1","4.6","7.6","4.1","3.7","3.3","20.4","16",
"대구광역시","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0","4.8","3.6","2.7",".3",".5","1.3",".6",".9","1.1",
"대구광역시","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"대구광역시","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".9",
"대구광역시","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0",".3","0","0",".7","0",".3",".2",".1","",
"대구광역시","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",".1","0","0","",
